ISRC,Chartmetric ID,Track Name,Artists,Tags,Genres,Genre IDs,Moods,Activities
INY091500021,20524394.0,Dard Karaara,"Anu Malik, Kumar Sanu, Sadhana Sargam, Varun Grover","bollywood, south asian classical","bollywood, south asian classical","501219, 503287","longing, heartwarming, melancholic, nostalgic",wind
INS188910098,30506311.0,Tumne Rakh To Lee Tasveer Hamari,"Anuradha Paudwal, Pankaj Udhas",bollywood,bollywood,501219,ROMANTIC,
INT502402771,121179404.0,"Thaa Ke Le Jaanga (feat. Kay D,Vaishali Choudhary)","Masoom Sharma, Ashu Twinkle, Masoom Sharma,Ashu Twinkle",haryanvi,haryanvi,501514,"adventurous, dramatic, energetic, bittersweet, aggressive, bold, empowering","workout, rural"
INS170400020,13220159.0,Lakshya,"Shankar-Ehsaan-Loy, Shankar Mahadevan","bollywood, indian fusion, indian pop, south asian classical, pakistani fusion","bollywood, indian pop, south asian classical, indian fusion, pakistani fusion","501219, 501220, 503287, 507684, 507755","anthemic, empowering, epic, intense, patriotic","study, workout, morning, focus, running, coffee, exercise"
IND311300023,95129321.0,Bisilu Kudureyondu,"Rajesh Krishnan, Yogaraj Bhat",kannadan,kannadan,501575,"ROMANTIC, LONELY, DEPRESSED, DARK",
INY091200034,13227290.0,Ishq Shava,"A.R. Rahman, Shilpa Rao, Raghav","indian pop, south asian classical, bollywood, pakistani fusion","bollywood, indian pop, south asian classical, pakistani fusion","501219, 501220, 503287, 507755","soulful, catchy, dramatic, passionate",
INM401100983,24266638.0,"Bidu Bidu (From ""Pallakki"")","Rajesh Krishnan, Chaitra",kannadan,kannadan,501575,ROMANTIC,
INH102201934,78807060.0,Unnatundi Gundey,"Karthik, Chinmayi",telugu,telugu,501819,"emotional, melancholic, nostalgic, vulnerable","sleep, acoustic, beach, coffee, driving, sleeping, summer"
FR2X42576691,143873673.0,Nalla Rasam,"Sithara Krishnakumar, 6091, Mu.Ri",indian,indian,501540,BLUE,
INS181305365,30381260.0,Pinky,"Mamta Sharma, Meet Bros Anjjan","indian pop, indian fusion","indian pop, indian fusion","501220, 507684","fun, sexy, free, happy, hype, nostalgic, upbeat",workout
IN-V11-03-00600,,,,,,,,
INS188620946,31584257.0,Nishana Tula Dislana,"Suresh Wadkar, Anuradha Paudwal",marathi,marathi,501624,ROMANTIC,
INS180705754,22324982.0,Dastaan - E - Om Shanti Om,Shaan,"south asian classical, pakistani fusion, bollywood, indian fusion, indian pop","bollywood, indian pop, south asian classical, indian fusion, pakistani fusion","501219, 501220, 503287, 507684, 507755","happy, chill, nostalgic, fun",summer
INH101203037,13215599.0,Sai Andri Nanu Sai Antira,Shreya Ghoshal,telugu,telugu,501819,"affectionate, heartwarming, inspirational, connecting","beach, bonding, soft"
INS182101322,57876995.0,,"Rochak Kohli, Jubin Nautiyal, Khushalii Kumar",,,,,
ING982400102,140124052.0,Defender,"Harf Cheema, Sudesh Kumari, Deep Jandu",punjabi,punjabi,501717,"energetic, catchy, assertive, motivational",dancy
INT109600005,13223935.0,Pardesi Pardesi - Kumar Sanu & Alka Yagnik Version,"Kumar Sanu, Alka Yagnik",bollywood,bollywood,501219,"chill, emotional, glowing, mellow","soft, summer"
INL239005875,53849761.0,Pudina Ae Haseena,"Pawan Singh, Anupama Yadav",bhojpuri,bhojpuri,501310,ROMANTIC,
INZ031413326,108112837.0,Baarish Lofi Mix by L3ad,"Tanishk Bagchi, Ash King, Shashaa Tirupati",bollywood,bollywood,501219,,
INA090104030,20984880.0,Jeevitame,S. P. Balasubrahmanyam,telugu,telugu,501819,"LONELY, ROMANTIC",
INA090104018,13209695.0,Sayamkalam,"S.P.Balasubrahmanyam, S.Janaki",telugu,telugu,501819,ROMANTIC,
INA090931946,13210828.0,Chaila Chaila,"Devi Sri Prasad, KK, KK",telugu,telugu,501819,"chill, nostalgic, happy, hype, motivational, free, heartwarming",workout
INS182400820,117306512.0,"Qismat Badal Di (From ""Yodha"")","Ammy Virk, B Praak, Aditya Dev",bollywood,bollywood,501219,"chill, soulful, depressing","lofi, soft, mornings, workout"
INH100157280,13213297.0,"Taarif Karoon Kya Uski (From ""Brahmachari"")",Mohammed Rafi,"playback, south asian classical, bollywood","bollywood, south asian classical, playback","501219, 503287, 505383","affectionate, adoring, lighthearted, happy, uplifting","morning, mornings"
INSQ12500120,147851829.0,Ahiraan,"Khesari Lal Yadav, Shilpi Raj",Others,,,ROMANTIC,
INS189710281,31498045.0,,"Annamayya Keerthana, S. P. Balasubrahmanyam, Srilekha Keeravani Anuradha, Anand, Gangadhar Das, Renuka Purnachandhar, Sujatha, Anand Bhattacharya",,,,,
INA091815850,22435873.0,Aunty Koothura,"S. P. Balasubrahmanyam, K. S. Chithra",telugu,telugu,501819,"nostalgic, family","beach, bonding, noise, wind"
IND291813206,40694543.0,Maari's Aanandhi,"Ananthu, M.M.Manasi",telugu,telugu,501819,,garden
INS182200031,73077722.0,Tumse Pyaar Karke,"Tulsi Kumar, Jubin Nautiyal, Payal Dev",bollywood,bollywood,501219,"affectionate, connecting, upbeat, uplifting","soft, roadtrip"
INA090811624,13210474.0,Andhamyna Bhamalu,"Devi Sri Prasad, Nagarjuna, SonaliBindre",telugu,telugu,501819,"nostalgic, hype, free, happy, chill, fun","driving, bonding"
FR26V2098819,32071123.0,Shona Shona,"Tony Kakkar, Neha Kakkar","indian pop, indian fusion","indian pop, indian fusion","501220, 507684","affectionate, heartwarming","working, workout"
INS182402041,133046383.0,Tu,Talwiinder,"punjabi, indian hip-hop/rap","indian hip-hop/rap, punjabi","501221, 501717","GLOOMY, BITTER, ROMANTIC, DARK, RELAXED",
INUM72100031,35160346.0,Tu Bhi Sataya Jayega,Vishal Mishra,bollywood,bollywood,501219,"emotional, soulful, moving, sentimental, pensive, heartwarming, affectionate","lofi, soft, sleep"
QZ8BZ2201990,92959985.0,Aise Kyun - Ghazal Version,"Rekha Bhardwaj, Anurag Saikia, Raj Shekhar, Mismatched","pakistani fusion, indian fusion, south asian classical, indie, indian, sufi rock, bollywood, new romantic","bollywood, indian, indie, south asian classical, indian fusion, new romantic, pakistani fusion, sufi rock","501219, 501540, 501541, 503287, 507684, 507743, 507755, 507824","affectionate, soothing, contemplative, dreamy, heartwarming","sleep, soft, lofi"
GBSGZ1502721,99420106.0,Mileya Mileya,"Rekha Bhardwaj, Jigar Saraiya, Sachin-Jigar, Priya Saraiya","pakistani fusion, south asian classical, indian fusion, bollywood, new romantic","bollywood, south asian classical, indian fusion, new romantic, pakistani fusion","501219, 503287, 507684, 507743, 507755","catchy, upbeat, celebratory, festive",soft
INA090931990,13210836.0,Chinnadamme Cheekulu,"Mano, Shreya Ghoshal, Jr. NTR, Bhoomika, Ankitha",telugu,telugu,501819,nostalgic,
INT131710530,22764294.0,Ondonde,"Rajesh, Raksha Arvindu",kannadan,kannadan,501575,"WARM, ROMANTIC, PEACEFUL, INTENSE",
INS181900458,22550488.0,Chitthi,"Jubin Nautiyal, Rocky - Shiv",bollywood,bollywood,501219,"chill, emotional, happy, peaceful, soulful","sleep, soft"
INA792300592,111583586.0,,"Aseema Panda, Kuldeep Pattanaik, Bunty R Samal, Nirmal Nayak, Gaurav Anand",,,,,
INA090931309,13210752.0,Chilaka Pacha Koka,"Mano, Radhika",telugu,telugu,501819,"JOYFUL, ROMANTIC",
INH102306926,101981372.0,En Rojaa Neeye,Hesham Abdul Wahab,tamil,tamil,501811,dynamic,"sleep, traveling, background, coffee, driving, lofi"
DGA062340423,105133853.0,Unstoppable,"Dhanda Nyoliwala, Matty Made It","haryanvi, punjabi trap","haryanvi, punjabi trap","501514, 507791","empowering, inspirational, motivational, uplifting, ambitious, entertaining","workout, focus, gaming, lofi"
INH101401216,13215687.0,Aa Seetadevi Navvula,Arijit Singh,telugu,telugu,501819,"cathartic, emotional, dreamy, heartwarming, nurturing","sleep, coffee, driving, bonding, gaming, roadtrip, sleeping"
INS181904587,25091368.0,,"Pritam, Arijit Singh",,,,,
INA440800136,36343830.0,Kan Kanna Salige,"Sonu Nigam, V Nagendra Prasad",kannadan,kannadan,501575,"nostalgic, peaceful, catchy, dynamic, free","soft, beach"
INS182116024,68240555.0,"Soch Liya (From ""Radhe Shyam"")","Mithoon, Arijit Singh, Manoj Muntashir","bollywood, pakistani fusion, south asian classical, indian fusion, new romantic","bollywood, south asian classical, indian fusion, new romantic, pakistani fusion","501219, 503287, 507684, 507743, 507755","dreamy, meditative",daydreaming
FRX872461644,126136857.0,60 Pound,"Gulab Sidhu, Gurlez Akhtar, Jang Dhillon",punjabi,punjabi,501717,"vibrant, hype, energetic, soulful, tranquil","revolution, urban, workout"
INS189110539,43231961.0,,"Anuradha Paudwal, Udit Narayan",,,,,
INA090912315,13210609.0,Evarulerani,"Malavika, Kangana Ranaut",telugu,telugu,501819,"WARM, PEACEFUL, ROMANTIC",
IND292000746,32139537.0,Power Of Youth,"Thaman S, Nakash Aziz, Santhosh Ananddram",kannadan,kannadan,501575,"upbeat, youthful, anthemic, celebratory, energetic",revolution
DGA052422168,122689486.0,Jaan Mare Jhulaniya Na,"Samar Singh, Khushbu Tiwari KT",bhojpuri,bhojpuri,501310,,
INH109632000,13216713.0,Sheesha Ho Ya Dil Ho,Lata Mangeshkar,"playback, bollywood","bollywood, playback","501219, 505383","melancholic, reflective, wistful",late-night
INS171602907,13222219.0,Channa Mereya - Unplugged,"Pritam, Arijit Singh","bollywood, pakistani fusion, south asian classical, indian fusion, new romantic","bollywood, south asian classical, indian fusion, new romantic, pakistani fusion","501219, 503287, 507684, 507743, 507755","PAINFUL, WARM, ROMANTIC, MELANCHOLIC, BLUE",
INN172110015,33894271.0,Dabya Ni Karde,"Bintu Pabra, Ndee Kundu","haryanvi, punjabi trap","haryanvi, punjabi trap","501514, 507791",bold,"workout, noise, soft, driving, gaming, urban, working"
INS181600642,18615245.0,Rootha Kyun,"Shaarib, Toshi, Mohit Chauhan, Payal Dev","bollywood, south asian classical, pakistani fusion","bollywood, south asian classical, pakistani fusion","501219, 503287, 507755","chill, happy","lofi, sleep, soft, sleeping"
INS181904543,24998568.0,"Baby Won't You Tell Me (From ""Saaho"")","Shweta Mohan, Siddharth Mahadevan, Shankar Mahadevan, Shankar-Ehsaan-Loy",telugu,telugu,501819,"comforting, affectionate, cathartic",reassured
INV112000161,29995163.0,"Sun Meri Shehzadi - From ""Dilwale""","Kumar Sanu, Alka Yagnik, Nadeem, Shravan",bollywood,bollywood,501219,"affectionate, comforting, heartwarming, devoted",
INY090400009,17583960.0,Shikdum,"Pritam, Shreya Ghoshal","indian pop, bollywood","bollywood, indian pop","501219, 501220","affectionate, catchy, celebratory, entertaining, festive","morning, mornings, sleep, urban, driving, revolution, summer"
INH100061410,13212978.0,Kandukondain Kandukondian,"Hariharan, Mahalakshmi Iyer",tamil,tamil,501811,"affectionate, cheerful, happy, uplifting","sleep, sleeping, background, coffee, morning, soft"
INZ031415508,123623943.0,"Ae Dil Zara - From ""Auron Mein Kahan Dum Tha""","Amala Chebolu, Rishabh Chaturvedi, M. M. Kreem, Manoj Muntashir",bollywood,bollywood,501219,"intimate, nostalgic, passionate, peaceful, soulful",
INY091200035,13227291.0,Heer,"Harshdeep Kaur, Gulzar, A. R. Rahman,Harshdeep Kaur,Gulzar","bollywood, pakistani fusion, south asian classical, indian fusion, new romantic","bollywood, south asian classical, indian fusion, new romantic, pakistani fusion","501219, 503287, 507684, 507743, 507755","bittersweet, nostalgic, reminiscing","soft, sleep, wind, lofi"
IN-M43-16-00531,,,,,,,,
INA090209144,13209891.0,Komma Komma,"Hari Haran, Chitra",telugu,telugu,501819,PEACEFUL,
FRX202536150,146538610.0,"Kushmi Chunariya - From ""Ayushman Ayushmati""","Pramod Premi Yadav, Priyanka Singh, Tarun Pandey, Arya Sharma",indian,indian,501540,ROMANTIC,
INA090209205,13209917.0,Holi Holi,"Mano, Swarnalatha, Pawan Kalyan, Bhoomika",telugu,telugu,501819,"celebratory, festive, cheerful, exciting, heartwarming",partying
INS172220001,88390350.0,,"Jaani, Lijo George-Dj Chetas, Ram Miriyala, Geetha Madhuri",,,,,
INN172210010,73418643.0,Parvati Boli Shankar Se,"Hansraj Raghuwanshi, Bharat Kamal","indian ambient, indian devotional & spiritual","indian devotional & spiritual, indian ambient","503778, 503782","spiritual, devoted, faithful, peaceful, uplifting",worshipping
INS179900078,13222387.0,Ae Nazneen Suno Na,"A.R. Rahman, Abhijeet","bollywood, south asian classical","bollywood, south asian classical","501219, 503287","chill, connecting, ethereal","soft, wind, background, coffee, focus"
INS189510004,18969481.0,O Dil Tod Ke Hansti Ho Mera,Udit Narayan,bollywood,bollywood,501219,"ROMANTIC, HEARTBROKEN, LONELY, DEPRESSED",
INS171701445,13222303.0,Naach Meri Jaan,"Pritam, Kamaal Khan, Nakash Aziz, Dev Negi, TUSHAR JOSHI","indian pop, bollywood","bollywood, indian pop","501219, 501220","celebratory, energetic, entertaining","dancy, driving, summer"
INS182302170,106939547.0,"Zinda Banda (From ""Jawan"")","Anirudh Ravichander, Irshad Kamil","indian pop, indian fusion, new romantic, south asian classical","indian pop, south asian classical, indian fusion, new romantic","501220, 503287, 507684, 507743","fun, hype, chill, motivational, happy","workout, running"
INA091213828,13211197.0,Mari Antaga,"Sreerama Chandra, Venkatesh, Mahesh Babu, Samantha, Anjali",telugu,telugu,501819,"motivational, happy, chill, free, inspirational, peaceful, sweet","coffee, sleep"
INA090930736,13210714.0,Kannepettaro Kannu Kottaro,"S.P.Balasubrahmanyam, Chitra",telugu,telugu,501819,"PEACEFUL, ROMANTIC",
INZ031417224,140947886.0,"Hitman - From ""Fateh""","Yo Yo Honey Singh, Leo Grewal, Paradox","punjabi, indian pop, indian hip-hop/rap","indian pop, indian hip-hop/rap, punjabi","501220, 501221, 501717",ROMANTIC,
FR2X42568183,143955277.0,Peshi,"Laddi Chahal, Parmish Verma, Gurlez Akhtar",punjabi,punjabi,501717,energetic,"dancy, partying, urban"
INS180351138,32582242.0,Chand,Udit Narayan,bollywood,bollywood,501219,chill,sleep
INT201300497,13224940.0,Imaye Imaye,"G. V. Prakash, Shakthisree Gopalan",tamil,tamil,501811,"chill, happy, lonely, soulful, free","sleep, sleeping"
INT132103275,60888127.0,Mere Warga,Kaka,punjabi,punjabi,501717,"affectionate, heartwarming, sentimental, flirty, fun, playful",
INS172316441,113420059.0,"Gumma (From ""Ambajipeta Marriage Band"")",Shekar Chandra,telugu,telugu,501819,"ROMANTIC, PEACEFUL",
INT442500832,144567962.0,Mayabono Biharini,"Somlata Acharyya Chowdhury, Rupam Islam",bangla,bangla,501299,,
INUM72301146,106132600.0,Mal Mal,"B Praak, Jaani","bollywood, punjabi","bollywood, punjabi","501219, 501717","emotional, happy, soothing, soulful, tender","soft, background, urban"
INS180907642,17297577.0,Hey Ya !,"Clinton Cerejo, Shankar Mahadevan, Loy Mendonsa, Farhan Akhtar, Deepika Padukone, Shefali Shah","indian fusion, bollywood, south asian classical, pakistani fusion, indie soul, new romantic","bollywood, south asian classical, indian fusion, indie soul, new romantic, pakistani fusion","501219, 503287, 507684, 507687, 507743, 507755","chill, happy, nostalgic, soothing","soft, lofi"
INS189311143,17321247.0,,"Lata Mangeshkar, Amit Kumar",,,,,
INS181800565,18807347.0,"Ek Do Teen (From ""Baaghi 2"")","Shreya Ghoshal, Parry G, Sandeep Shirodkar, Laxmikant–Pyarelal, Tiger Shroff, Disha Patani, Randeep Hooda, Manoj Bajpayee, Prateik Babbar","indian pop, indian fusion","indian pop, indian fusion","501220, 507684","anthemic, celebratory, cheerful, energetic, exciting, fun, vibrant",dancy
INT109600130,17183845.0,Dil Jaane Jigar Tujh Pe,"Kumar Sanu, Alka Yagnik, Nadeem Shravan",bollywood,bollywood,501219,"emotional, affectionate, heartwarming, bittersweet, nostalgic",sleep
GBAYE2100779,61611264.0,My Universe,"Coldplay, BTS","alternative, pop","pop, alternative","501120, 501132",,
INS181100249,13222477.0,Yun Hi,"Mohit Chauhan, Kangana Ranaut, Jimmy Shergill, Ravi Kishan","bollywood, south asian classical, pakistani fusion, indian fusion, sufi rock, new romantic","bollywood, south asian classical, indian fusion, new romantic, pakistani fusion, sufi rock","501219, 503287, 507684, 507743, 507755, 507824","emotional, celebratory, heartwarming, entertaining","soft, sleep, lofi, morning, wind, mornings"
INS172104531,68464832.0,"Jalabulajangu (From ""Don"")","Anirudh Ravichander, Rokesh",tamil,tamil,501811,"celebratory, energetic, fun","partying, dancy, bonding"
INS180809894,24381852.0,Chak Lein De,Kailash Kher,"indian pop, bollywood, indian hip-hop/rap","bollywood, indian pop, indian hip-hop/rap","501219, 501220, 501221","INTENSE, ROMANTIC, JOYFUL, WARM",
INE152400086,128389870.0,"Vitthal Aala (From ""Danka Hari Namacha"")",Javed Ali,"marathi, indian ambient, indian devotional & spiritual","marathi, indian devotional & spiritual, indian ambient","501624, 503778, 503782",,
INA090409931,13210123.0,Chiguraku Chatu,"S.P.Charan, Sujatha",telugu,telugu,501819,"ROMANTIC, JOYFUL, RELAXED",
INS182302183,107368801.0,Chandni,"Sachet Tandon, Parampara Tandon, Jaani, B Praak","bollywood, new romantic, indian fusion, pakistani fusion, south asian classical","bollywood, south asian classical, indian fusion, new romantic, pakistani fusion","501219, 503287, 507684, 507743, 507755","affectionate, connecting, tender",bonding
INS182402256,132872693.0,"Punjabi Munde (From ""Ghudchadi"")","Sukhbir, Lijo George, Tulsi Kumar","indian pop, bollywood, punjabi, dance, electronic","electronic, dance, bollywood, indian pop, punjabi","501124, 501146, 501219, 501220, 501717","celebratory, festive, energizing, fun",summer
IN-H41-19-05703,,,,,,,,
INE152300019,106469032.0,Aale Marathe Aale Marathe,"Devdutta Manisha Baji, Suvarna Rathod",marathi,marathi,501624,,
DGA0H2423951,136564874.0,Balma Kadar Na Jane,Dhananjay Dhadkan,bhojpuri,bhojpuri,501310,,
INA442300049,99958441.0,"Chum Chum Chali Chali (from ""Kabzaa"") [Kannada]","Airaa Udupi, Manish Dinakar, Santhosh Venky",kannadan,kannadan,501575,"catchy, fun, celebratory, funny, lively, upbeat, playful",noise
INA092117340,32853013.0,Nee Chitram Choosi,Anurag Kulkarni,telugu,telugu,501819,"chill, free, healing, happy, peaceful","sleep, soft"
FR2X42553861,143705257.0,Away,"Cheema Y, Gur Sidhu",punjabi,punjabi,501717,ROMANTIC,
INZ031410002,68167114.0,"Naa Kosam (From ""Bangarraju"")","Sid Sriram, Anup Rubens",telugu,telugu,501819,"chill, happy, cheerful, fun","focus, beach, daydreaming, driving"
INA090203683,25385929.0,Rasaleelavela,"S.P.Balasubrahmanyam, S.Janaki",telugu,telugu,501819,ROMANTIC,
INA091112825,13210954.0,Gelupu Thalupule,"Mani Sharma, Pawan Kalyan, Trisha",telugu,telugu,501819,"motivational, inspirational, nostalgic, soulful, catchy, chill",sleep
INH102105312,68227305.0,Sirivennela,"Anurag Kulkarni, Mickey J. Meyer",telugu,telugu,501819,"emotional, contemplative, devoted, empowering","sleep, soft, coffee, driving, focus, roadtrip, sleeping"
USSD11000300,15727648.0,Waka Waka (This Time for Africa),"Shakira, Freshlyground","electropop, pop, electro house, dance, soft pop, house, rock","pop, rock, dance, house, electropop, electro house, soft pop","501120, 501122, 501146, 501175, 501872, 507626, 507814","chill, fun, happy, wild","summer, beach, lounge"
